CSheetID,Org,County,Program Name,Category,Service Area,Last Updated,Mon-Hours,Tues-Hours,Wed-Hours,Thur-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address,Addressline 2,City,Zip,website,Phone,Program Description,COVID19_Updates,Additional Information,Contact Name,Contact Email,Contact Number,Alternative Phone,Column,Column2,Column3
C0049,YWCA High Point,Guilford,Womens Resource Center - Baby Basics Program,Children & Families,Guilford County-Wide,Thu Jul 02 00:00:00 EDT 2020,11:00am-3:00pm,,11:00am-3:00pm,,9:00am-12:00pm,,,155 W. Westwood Ave,,High Point,27262,https://ywcahp.com/,336-882-4126,"Baby Basics offers families with young children assistance with basic needs including clothing, diapers, baby food, empowerment exercises, and car seats.","YWCA HP is closed. YWCA HP Baby Basics Closet is accepting referrals for any resident of Guilford County, the greater High Point area and Randolph County.  Diaper Drives take place through a drive-thru system. To make a referral or receive a referral voucher, please email pbravo@ywcahp.com. When the mom arrives, she will need to give her name.",,Priscilla Bravo,pbravo@ywcahp.com,336-882-4126,,,,
C0050,YWCA High Point,Guilford,Adolescent Parenting Program,Children & Families,"High Point, Greater High Point",Fri Aug 14 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 W. Westwood Avenue,,High Point,27262,https://ywcahp.com/,336-882-4126,Adolescent Parenting Program (APP) is modeled after the state guidelines and provides services that lead to personal self-sufficiency and economic self-support for pregnant and parenting adolescents.,"For referrals email amickel@ywcahp.com  or call and leave a message. The only services  currently not happening are home visits, school groups and transportation, however, if transportation is needed a taxi can be called at their expense. Still doing the monthly check-ins just not face-to-face.",,Angelica Mickel,amickel@ywcahp.com,336-882-4126,,,,
C0051,YWCA High Point,Guilford,Healthy Beginnings,Children & Families,"High Point, Greater High Point",Tue Apr 07 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 W. Westwood Avenue,,High Point,27262,https://ywcahp.com/what-we-do/healthy-beginnings/,336-882-4126,"Healthy Beginnings is a personalized program for minority women 20 – 30 years old and their children. The program seeks to help young women have healthy pregnancies and healthy children, and maintain a healthy lifestyle between pregnancies.",This program is currently doing virtual visits and not having direct contact with clients.,,,,336-882-4126,,,,
C0052,YWCA High Point,Guilford,Latino Family Center - El Pueblo,Children & Families,"High Point, Greater High Point",Tue Apr 07 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 W. Westwood Avenue,,High Point,27262,https://ywcahp.com/what-we-do/latino-family-center/,336-882-4126,"El Pueblo is a community access program that provides outreach services, information, and referral services to Latinos in the greater High Point area.  Program leaders provide assistance with translations of documents or language interpretation when interfacing with health, educational, social or legal systems. They also assist in helping program participants understand what resources are available to them, and what avenues to pursue.  During a family crisis, The El Pueblo program provides a stable resource for the family as well as a valuable link in crisis situations related to health and legal problems.  El Pueblo provides community meetings on:  Immigration Issues, US Legal System, Family Financial Literacy and Planning, Health and Nutrition, Finances, and DACA Renewals.  Free DACA renewals are offers in partnership with the North Carolina Justice Center to DACAmented individuals to be able to renew their DACA status for another two years. This allows participants to continue to receive their legal status to go to school and work while contributing to the greater High Point community.","Primary referrals during COVID-19 are connecting clients to local resources for food, bill and rent assistance, health centers. Virtual programs are also being offered.",,Maria Mayorga,mmayorga@ywcahp.com,336-882-4126,,,,
C0053,YWCA High Point,Guilford,Latino Family Center - Hermanas/Hermanos,Children & Families,"High Point, Greater High Point",Tue Apr 07 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 W. Westwood Ave,,HIgh Point,27262,https://ywcahp.com/what-we-do/latino-family-center/,336-882-4126,"Hermanas/Hermanos offers middle and high school girls and boys mentoring services to build healthy self-esteem through personal and social skill development with emphasis on:  academic pride, personal responsibility, leadership development, and community service.  Both programs have goals to impact improved academic performance, pregnancy prevention, and gang prevention.  Parenting skills and guidance are also provided to parents of the Latino community to strengthen family communication and understanding.  They offer stem and art Clubs; in addition to,  a Girls Leadership Edge group curriculm.  The Hermanas program also offers opportunities for training in career mentoring and encouragement to abstain from sexual activity, drugs, smoking, and alcohol via collaboration with other agencies who provide specialized training events and conferences.  Five meetings are offered on higher education including the application, in-state tuition, FAFSA, and essay writing. As part of the program, each student meets one-on-one with the Latino Family Center coordinator.","Staff are offering tutoring for children of LFC families involved in any programming. Similarly, they are hosting virtual educational programs. On May 21st and 28th they will be hosting their annual scholarship forum. This will be on Facebook Live. Staff is also providing case management – helping clients obtain food, rent and bill assistance and other coming needs.",,Maria Mayorga,mmayorga@ywcahp.com,336-882-4126,,,,
C0054,YWCA High Point,Guilford,Latino Family Center - The Lead Program,Children & Families,"High Point, Greater High Point",Mon May 04 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,155 W. Westwood Avenue,,HIgh Point,27262,https://ywcahp.com/what-we-do/latino-family-center/,336-882-4126,"The LEAD program teaches active clients to be proactive in developing leadership skills to help the Latino community grow. Our goal is for participants to represent the Latino community in initiatives throughout High Point.  LEAD hosts cultural programs each year for Dia de lo Ninos (Children’s Day), Dia de los Muertos (Day of the Dead), Latino Festival to share Latino culture and heritage.",LEAD program is temporarily on hold as most families do not have access to virtual programming.,,Maria Mayorga,mmayorga@ywcahp.com,336-882-4126,,,,
C0055,YWCA High Point,Guilford,Youth Services,Children & Families,"High Point, Greater High Point",Tue Apr 07 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 W. Westwood Avenue,,High Point,27262,https://ywcahp.com/what-we-do/youth-services/,336-882-4126,Youth Services provides after school care and coverage on teacher workdays and spring break.  Additional services include summer camps and swim lessons,YWCA High Point is closed.,,Kathie Szitas,kszitas@ywcahp.com,336-882-4126,,,,
C0056,Family Justice Center,Guilford,Family Justice Center,Domestic Violence,Greensboro,Wed Aug 12 00:00:00 EDT 2020,8:30am-4:30pm,8:30am-4:30pm,8:30am-4:30pm,8:30am-4:30pm,8:30am-4:30pm,,,201 S. Greene Street ,2nd floor,Greensboro,27401,https://www.guilfordcountync.gov/our-county/family-justice-center,336-641-2339,"Family Justice Center helps victims of domestic violence, sexual assault, child abuse, and elder abuse. At the Centers, victims can come to one location to access a wide range of supportive resources, such as talking with a victim advocate, getting assistance with filing a restraining order, planning for their safety, talking to a law enforcement officer, meeting with a professional to discuss civil and criminal legal issues, receiving medical assistance, and gaining information on how to access shelter and other community resources.",The Family Justice Center is still open and operating as normal. Our walk-in hours are 8:30 am - 4:30 pm.,,Catherine Johnson,        cjohnso5@guilfordcountync.gov,336-641-2809 ,,,,
C0057,Family Justice Center,Guilford,Family Justice Center,Domestic Violence,"High Point, Greater High Point",Wed Aug 12 00:00:00 EDT 2020,8:30am-4:30 pm,8:30am-4:30pm,8:30am-4:30pm,8:30am-4:30pm,8:30am-4:30pm,,,505 E. Green Drive,,High Point,27260,https://www.guilfordcountync.gov/our-county/family-justice-center,336-641-2889,"Family Justice Center helps victims of domestic violence, sexual assault, child abuse, and elder abuse. At the Centers, victims can come to one location to access a wide range of supportive resources, such as talking with a victim advocate, getting assistance with filing a restraining order, planning for their safety, talking to a law enforcement officer, meeting with a professional to discuss civil and criminal legal issues, receiving medical assistance, and gaining information on how to access shelter and other community resources.",The Family Justice Center is still open and operating as normal. Our walk-in hours are 8:30 am - 4:30 pm.,,Catherine Johnson,   cjohnso5@guilfordcountync.gov,336-641-2809 ,,,,
C0058,Family Service of the Piedmont,Guilford,The Families First Center,Domestic Violence,Greensboro,Wed Apr 01 00:00:00 EDT 2020,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,,,315 E. Washington Street,,Greensboro,27401,https://www.fspcares.org/,336-387-6161,"Services offered include: Domestic Violence, Substance Abuse, Mental Health, and Sexual Assault services, Child Abuse, Healthy Parenting – in home therapy, Incredible Years, Financial Counseling, childen’s advocacy center, emergency shelters",24 hr crisis line: GSO 336-273-7273 / HP 336-889-7273,,Robyn Ward,robyn.ward@fspcares.org,336-387-6161,,,,
C0059,Family Service of the Piedmont,Guilford,The Slane Center,Domestic Violence,"High Point, Greater High Point",Wed Apr 01 00:00:00 EDT 2020,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,,,1401 Long Street,,High Point ,27262,https://www.fspcares.org/,336-387-6161,"Services offered include: Domestic Violence, Substance Abuse, Mental Health, and Sexual Assault services, Child Abuse, Healthy Parenting – in home therapy, Incredible Years, Financial Counseling, childen’s advocacy center, emergency shelters",24 hr crisis line GSO 336-273-7273 / HP 336-889-7273,,Robyn Ward,robyn.ward@fspcares.org,336-387-6161,,,,
C0060,Kellin Foundation,Guilford,Greensboro Child Response Iniative,Domestic Violence,Guilford County-Wide,Thu Apr 02 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,2110 Golden Gate Drive,Suite B,Greensboro,27405,http://www.kellinfoundation.org/,336-429-5600,"A trauma-informed, culturally-competent, and comprehensive coordinated community response for child victims and their families.","The physical office is closed. Staff will be telecommuting. Current clients have the option to keep their appointments through teletherapy if they have internet access and a smart phone or computer to use the teletherapy system. You also have the option to reschedule your appointments to a later date. Please call to indicate your preference. Unfortunately, for younger clients, play therapy will not be an option through teletherapy. It will be at the discretion of the clinician along with the guardian to determine the structure of the sessions. The HOPE Support Group will be temporarily suspended as well. Participants are welcome to call  and request an individual peer teletherapy session until group resumes.
",,McKenzie Stenberg,referral@kellinfoundation.org,336-429-5600,,,,
C0061,Kellin Foundation,Guilford,Treehouse Trauma Recovery,Domestic Violence,Multi-County,Thu Apr 02 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,2110 Golden Gate Drive,Suite B,Greensboro,27405,http://www.kellinfoundation.org/,336-429-5600,"Tree House provides trauma-informed assessment and treatment services for children, adults and families who have been exposed to stressful events. The goal of the Treehouse is be a bridge from crisis to wellness","The physical office is closed. Staff will be telecommuting. Current clients have the option to keep their appointments through teletherapy if they have internet access and a smart phone or computer to use the teletherapy system. You also have the option to reschedule your appointments to a later date. Please call to indicate your preference. Unfortunately, for younger clients, play therapy will not be an option through teletherapy. It will be at the discretion of the clinician along with the guardian to determine the structure of the sessions. 
",,McKenzie Stenberg,referral@kellinfoundation.org,336-429-5600,,,,
C0062,Sherri Denese Jackson Foundation,Guilford,Temporary Emergency Shelter Assistance,Domestic Violence,Guilford County-Wide,Tue Jun 02 00:00:00 EDT 2020,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,125 S. Elm Street,Suite 205,Greensboro,27401,https://www.sdjfnc.org/,336-510-9292,"Sherri Denese Jackson Foundation's mission is to prevent and stop domestic violence by offering preventative tools and by bringing awareness to the community on a local, state, and national level. Temporary Emergency Shelter Assistance is for victims of domestic violence, dating violence, sexual assault or stalking",Added eligibility for someone who is a victim of sexual assault that occurred in the home during the COVID-19 Pandemic period prior to requesting temporary emergency shelter assistance. ,"Call, email sdjfnc@gmail.com, or click link to application form: https://www.flipcause.com/secure/cause_pdetails/ODUzMzA=",Portia Shipman,sdjfnc@gmail.com,336-300-1333,336-510-9292,,,
C0063,Department of Public Health,Guilford,WIC,Food Assistance,Guilford County-Wide,Thu Jul 02 00:00:00 EDT 2020,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,,,1100 E. Wendover Avenue,,Greensboro,27405,https://www.guilfordcountync.gov/our-county/human-services/health-department/child-health-services/how-wic-works,336-641-3214,"The Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) provides federal grants to states for supplemental foods, health care referrals, and nutrition education for low-income pregnant, breastfeeding, and non-breastfeeding postpartum women, and to infants and children up to age five who are found to be at nutritional risk.","Due to COVID-19, WIC is currently operating under four waivers from the USDA that are in effect until at least September 30, 2020 with the possibility of being extended past that date. These are temporary changes. WIC services are being offered over the phone.  If needed, WIC can provide drive-up services in the parking lot.",,,,,,,,
C0064,Department of Public Health,Guilford,WIC,Food Assistance,Guilford County-Wide,Thu Jul 02 00:00:00 EDT 2020,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,,,501 E. Green Drive,,High Point,27260,https://www.guilfordcountync.gov/our-county/human-services/health-department/child-health-services/how-wic-works,336-641-7571,"The Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) provides federal grants to states for supplemental foods, health care referrals, and nutrition education for low-income pregnant, breastfeeding, and non-breastfeeding postpartum women, and to infants and children up to age five who are found to be at nutritional risk.","Due to COVID-19, WIC is currently operating under four waivers from the USDA that are in effect until at least September 30, 2020 with the possibility of being extended past that date. These are temporary changes. WIC services are being offered over the phone.  If needed, WIC can provide drive-up services in the parking lot.",,,,,,,,
C0065,Department of Social Services,Guilford,Food and Nutrition Services (Food Stamps),Food Assistance,Guilford County-Wide,Fri May 08 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,325 E. Russell Ave,,High Point,27260,https://www.guilfordcountync.gov/our-county/human-services/social-services/family-services-and-programs,336-641-7771,"Food and Nutrition Services (Food Stamps) serves to raise the nutritional level among low income households, increasing the purchasing power of these households, and in turn promote and strengthen the agricultural economy.","They encourage customers to apply online at https://epass.nc.gov/CitizenPortal/application.do or through a mail for all applications and recertifications. To receive a mail-in application and assistance in applying for benefits, call 336-641-3000. Recertification paperwork is automatically mailed to the customer’s last known mailing address. Completed recertification packets should be mailed to Post Office Box 3388 Greensboro NC 27402-3388. Customers can also call Customer Connect at 336-641-3000 for recertification assistance.","*Note- if a client's recertification is due is April or May, they will not need to recertify. They will automatically receive their benefits. ",,,,,,,
C0066,Department of Social Services,Guilford,Food and Nutrition Services (Food Stamps),Food Assistance,Guilford County-Wide,Fri May 08 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,1203 Maple Street,,Greensboro,27405,https://www.guilfordcountync.gov/our-county/human-services/social-services/family-services-and-programs,336-641-3000,"Food and Nutrition Services (Food Stamps) serves to raise the nutritional level among low income households, increasing the purchasing power of these households, and in turn promote and strengthen the agricultural economy.","They encourage customers to apply online at https://epass.nc.gov/CitizenPortal/application.do or through a mail for all applications and recertifications.  To receive a mail-in application and assistance in applying for benefits, call 336-641-3000.  Recertification paperwork is automatically mailed to the customer’s last known mailing address.  Completed recertification packets should be mailed to Post Office Box 3388 Greensboro NC 27402-3388.  Customers can also call Customer Connect at 336-641-3000 for recertification assistance.","Note- If  a client's recertification is due is April or May, they will not need to recertify. They will automatically receive their benefits.",,,,,,,
C0067,Greater High Point Food Alliance,Guilford,Food Finder High Point,Food Assistance,"High Point, Greater High Point",Thu May 21 00:00:00 EDT 2020,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,815 Phillips Avenue,,High Point,27262,https://findfood.ghpfa.org/,336-889-0885,"Resources for finding food in High Point including emergency assistance, food pantries, backpack programs, community gardens, mobile markets, community meals, and farmers markets.",,,Carl Vierling,carl.vierling@ghpfa.org,336-899-0885,,,,
C0068,Greensboro Urban Ministry,Guilford,Food Pantry,Food Assistance,Guilford County-Wide,Wed Aug 12 00:00:00 EDT 2020,N/A,9:30am-3:30pm,N/A,9:30am-3:30pm,9:30am-3:30pm,,,305 W. Gate City Boulevard,,Greensboro,27406,https://greensborourbanministry.org/,336-271-5959,"The Greensboro Urban Ministry Food Bank collects and redistributes good, edible food to 100 households or more a day.   These food assistance bags include fruits and vegetables, grains, and protein, to help ensure that those receiving assistance are eating balanced nutritious meals.","Starting March 30th, emergency groceries will be available on Tuesdays, Thursdays, and Fridays only. Applicants can receive food twice per month. Bring a photo ID and a copy of your SS Card or official documentation containing your SS# or ITIN. Be prepared to complete an application.","For those that work and may be unable to come for grocery assistance during the day, we provide after hour appointments. To make an appointment for food assistance after 4:00pm call 336-553-2659 to set an appointment.",Mark Sumerford,sumerford@guministry.org,336-271-5959 x308,,,,
C0069,Greensboro Urban Ministry,Guilford,Potter's House Community Kitchen,Food Assistance,Guilford County-Wide,Wed Aug 12 00:00:00 EDT 2020,10:30am-12:30pm,10:30am-12:30pm,10:30am-12:30pm,10:30am-12:30pm,10:30am-12:30pm,10:30am-12:30pm,10:30am-12:30pm,305 W. Gate City Boulevard ,,Greensboro,27406,https://greensborourbanministry.org/,336-271-5959,"Potter's House Community Kitchen provides a hot, nutritious, well-balanced lunch every day, including holidays. They have an open-door policy – everyone is welcome, without question or qualification.  The community lunch begins promptly at 10:30 am when the doors open, and the first of the guests start to stream in. Each guest is seated and served a drink from the beverage station and a tray from the food line. By 12:30 the last of the guests have received their meal.",Potter’s House Community Kitchen will serve lunch TO-GO only effective March 16th during regular lunch hours. The breakfast meal is also served to-go as of March 18th.,,Mark Sumerford,sumerford@guministry.org,336-271-5959 x308,,,,
C0070,Macedonia Family Resource Center,Guilford,Food Pantry,Food Assistance,"High Point, Greater High Point",Mon Apr 06 00:00:00 EDT 2020,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,401 Lake Avenue,,High Point,27260,https://www.macedoniacenter.org/,336-883-0300,"The mission of Macedonia Family Resource Center is to empower all people by enriching their spiritual, social, and family lives in God’s love. They do this by identifying the needs of the Macedonia Community, designing programs and implementing them to provide emergency services and educational tools to better the future of the people in need.",All services are closed except the food pantry which is open every weekday 8:30am-1:30pm by appointment only.,,Angela James,macedoniafrc@gmail.com,336-883-0300,,,,
C0071,Out of the Garden Project,Guilford,Food Giveaway,Food Assistance,Guilford County-Wide,Thu May 21 00:00:00 EDT 2020,,,11:00am-12:00pm,,11:00am-12:00pm,,,1806 Merrit Drive,,Greensboro,27407,https://outofthegardenproject.org/,336-430-6070,Out of the Garden Project is the largest nonprofit in the Piedmont Triad with the mission of feeding children and their families.,Hot meals on Wednesday and Fridays from for families with school age children at Daystar Community Center. Participants receive hot/prepared meals in addition to perishable and shelf-stable food depending on availability. ID is required and food is distributed drive-thru style.,,Don Milholin,don@outofthegardenproject.org,336-430-6070 ext. 5,,,,
C0072,Out of the Garden Project,Guilford,Food Giveaway,Food Assistance,Guilford County-Wide,Thu May 21 00:00:00 EDT 2020,,12:00pm-1:00pm,,,,,,1301 Alamance Church Road,,Greensboro,27406,https://outofthegardenproject.org/,336-430-6070,Out of the Garden Project is the largest nonprofit in the Piedmont Triad with the mission of feeding children and their families.,Hot meals on Tuesdays for families with school-age children at Mount Zion Baptist Church. Participants receive hot/prepared meals in addition to perishable and shelf-stable food depending on availability. ID is required and food is distributed drive-thru style.,,Don Milholin,don@outofthegardenproject.org,336-430-6070 ext. 5,,,,
C0073,Out of the Garden Project,Guilford,Fresh Mobile Market,Food Assistance,Guilford County-Wide,Thu May 21 00:00:00 EDT 2020,See Additional Information Below,See Additional Information Below,See Additional Information Below,See Additional Information Below,See Additional Information Below,See Additional Information Below,See Additional Information Below,300 NC Highway 68 South,,Greensboro,27409,https://outofthegardenproject.org/programs/fresh-mobile-markets/,336-430-6070,"Out of the Garden's Fresh Mobile Markets program is a mobile food pantry service that distributes fresh produce, bread, meat, and shelf-stable items to qualifying families with children 0-18 years). Families and households with children who are eligible for Supplementary Nutrition Assistance Program (SNAP) benefits automatically qualify for this service. ID required, limited to one Fresh Mobile Market each month.",Fresh Mobile Markets have transitioned to drive-thru style for the time being. Out of the Garden is allowing those not eligible for SNAP benefits who are in need of food to qualify as well. Weekly schedules can be found on facebook page or by calling 336-430-6070.,Weekly schedule available on Facebook page: https://www.facebook.com/outofthegardenproject,Don Milholin,don@outofthegardenproject.org,336-430-6070 ext. 5,,,,
C0074,Guilford County Schools,Guilford,Grab-and-Go Meals - Brightwood Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,2001 Brightwood School Road,,Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,Wanda Barber,barberw@gscnc.com,336-370-3266,336-370-3261,,,
C0075,Guilford County Schools,Guilford,Grab-and-Go Meals - Colfax Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,9112 W. Market Street,,Colfax,27235,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0076,Guilford County Schools,Guilford,Grab-and-Go Meals - Florence Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,7605 Florence School Road,,High Point,27265,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0077,Guilford County Schools,Guilford,Grab-and-Go Meals - McLeansville Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,5315 Frieden Church Road,,McLeansville,27301,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0078,Guilford County Schools,Guilford,Grab-and-Go Meals - Pilot Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,4701 Chimney Springs Drive,,Greensboro,27407,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0079,Guilford County Schools,Guilford,Grab-and-Go Meals - Shadybrook Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,503 Shadybrook Road,,High Point,27265,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0080,Guilford County Schools,Guilford,Grab-and-Go Meals - Simkins Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3511 E. Lee Street,,Greensboro,27406,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0081,Guilford County Schools,Guilford,Grab-and-Go Meals - Smith High,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,2407 S. Holden Road,,Greensboro,27407,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0082,Guilford County Schools,Guilford,Grab-and-Go Meals - Union Hill Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3523 Triangle Lake Road,,High Point,27260,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0083,Guilford County Schools,Guilford,Grab-and-Go Meals - Turnbridge Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,503 Turnbridge Circle,, Brown Summit,27214,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0084,Guilford County Schools,Guilford,Grab-and-Go Meals - Autumn Forest Trailer Park,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3700 Autumn Forest Drive,, Brown Summit,27214,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0085,Guilford County Schools,Guilford,Grab-and-Go Meals - Eastern High,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,415 Peeden Drive,, Gibsonville,27249,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0086,Guilford County Schools,Guilford,Grab-and-Go Meals - Alderman Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,4211 Chateau Drive,, Greensboro,27407,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0087,Guilford County Schools,Guilford,Grab-and-Go Meals - Dudley High,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,1200 Lincoln Street,, Greensboro,27401,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
