"cluster_id","cluster_id_program","progam","org","sources","n_sources","m_n_sources","c_n_sources","msheetid","street_address","city","zip"
"b343b89a-1575-429b-a392-46e4f841d0b5","035afe3b-64d0-4da1-a9c2-4d1ab98deb27","WIC","Department of Public Health","M0029;  C0063","2","1","1","M0029","1100 E. Wendover Avenue","Greensboro","27405.0"
"b343b89a-1575-429b-a392-46e4f841d0b5","2c780e46-d3a9-4452-acd8-2737da7232cd","Family Connects","Department of Public Health","C0011","1","0","1","NA","NA","NA","NA"
"b3da7818-2b6b-431a-8c26-260a220e038e","bbaf2c7f-5d89-47cb-88b1-28c8e0bcfe4f","Just Teens Clinic","Department of Health and Human Services","M0040","1","1","0","M0040","NA","NA","NA"
"b5b97ed9-549d-4193-81d2-04b6c3cc5a62","38338049-ebde-4bbd-a3e2-e9d0e7e3a6b8","Fresh Moblie Market","Out of the Garden Project","M0093;  C0073","2","1","1","M0093","300 NC Highway 68 South","Greensboro","27409.0"
"b5b97ed9-549d-4193-81d2-04b6c3cc5a62","e923d034-d778-4c84-929b-9d69ab86f6ad","Food Giveaway","Out of the Garden Project","M0091;  C0071","2","1","1","M0091","1806 Merrit Drive","Greensboro","27407.0"
"b5b97ed9-549d-4193-81d2-04b6c3cc5a62","649cacbe-1805-479f-a2f2-7e6a5e31aa6d","Food Giveaway","Out of the Garden Project","C0072;  M0092","2","1","1","M0092","1301 Alamance Church Road","Greensboro","27406.0"
"b5eb49b4-2ee9-4cdc-aebb-a3ac29dcfe98","eaa2a395-1df6-4348-a758-3506e3dcb962","Wellness Academy Recovery Classes","Mental Health Greensboro","C0208;  M0087","2","1","1","M0087","700 Walter Reed Drive","Greensboro","27403.0"
"b5eb49b4-2ee9-4cdc-aebb-a3ac29dcfe98","bc7f59c6-fb7d-4202-a079-3f530ab11cb1","Peer-Led Support Groups","Mental Health Greensboro","C0210;  M0086","2","1","1","M0086","700 Walter Reed Drive","Greensboro","27403.0"
"b5eb49b4-2ee9-4cdc-aebb-a3ac29dcfe98","592eba4c-49de-4a55-beac-0fbbed34d8b6","One-on-One Peer Support","Mental Health Greensboro","M0085;  C0209","2","1","1","M0085","700 Walter Reed Drive","Greensboro","27403.0"
"b5eb49b4-2ee9-4cdc-aebb-a3ac29dcfe98","f473a558-6b13-47b0-801f-abde06e569b2","Mental Health Greensboro","Mental Health Greensboro","C0207;  M0084","2","1","1","M0084","700 Walter Reed Drive","Greensboro","27403.0"
"b9da59ba-3848-46ba-a411-8e15a75a14d8","89df39c5-f19d-40d2-a6d0-ae3a3acd30ee","Family Solutions","Family Solutions","M0052","1","1","0","M0052","148 Baker Road","Archdale","27263.0"
"b9da59ba-3848-46ba-a411-8e15a75a14d8","5db4e87a-83b5-47bb-8157-1747fac13c33","Family Solutions","Family Solutions","C0200;  M0051","2","1","1","M0051","231 N. Spring Street","Greensboro","27401.0"
"ba2d46e2-23c1-4b6e-96c4-62940b9f490e","f6e4fb85-3ac8-4739-ae27-fd17349fb5f8","High Point Housing Authority","High Point Housing Authority","M0067;  C0168","2","1","1","M0067","500 E. Russell Street","High Point","27260.0"
"bbfa5ec6-a1a7-4cfc-a7c2-aeff5b495b10","b54a5623-4bbc-4314-ae54-f10571fead84","Hope Filles Hearts","Hope Filled Hearts","M0165","1","1","0","M0165","NA","NA","NA"
"bc8cbaaa-a89f-4966-bc8d-c008522d24d8","63930b08-2db2-46a7-af63-ddb4b3378818","Baby Cafe","Novant Health","M0090;  C0035","2","1","1","M0090","N/A","N/A","N/A"
"c0d629d8-eac1-439c-b1b0-145b424e0d55","fb91cf9c-946d-456c-aa5a-6709bc2f08f2","Hope4Healers Helpline","Hope4Healers Helpline","M0071;  C0201","2","1","1","M0071","NA","NA","NA"
"c7b8b3f2-5bb2-4c76-aadd-6be1cb41c6a4","12731f92-4bf9-4dde-afb8-c3f810487536","Outpatient Therapy","Archdale -Trinity Counseling Center","M0144","1","1","0","M0144","11635 N Main St Ste D","Archdale","27263.0"
"c9cfcde9-2e2f-409c-9c7d-92d32fafebdb","3c4147b9-becf-4f93-b7c7-15b54f97f62b","The Slane Center","Family Services of the Piedmont","C0199;  C0059;  M0049","3","1","2","M0049","1401 Long Street","High Point","27262.0"
"c9cfcde9-2e2f-409c-9c7d-92d32fafebdb","99d72ef2-387c-4534-8d5d-18f47be6d574","Healthy Start","Family Services of the Piedmont","M0050","1","1","0","M0050","315 E. Washington St.","Greensboro","27401.0"
"c9cfcde9-2e2f-409c-9c7d-92d32fafebdb","9afc992a-9bc1-4536-89fe-3913b1bc9021","High Point Center for Child Wellness","Family Services of the Piedmont","C0021;  M0047","2","1","1","M0047","308 Boulevard Street","HIgh Point","27262.0"
"c9cfcde9-2e2f-409c-9c7d-92d32fafebdb","bc1e706b-ff8a-4273-aeeb-f32e0a7a7f0a","The Families First Center","Family Services of the Piedmont","C0198;  C0058;  M0048","3","1","2","M0048","315 E. Washington Street","Greensboro","27401.0"
"c9cfcde9-2e2f-409c-9c7d-92d32fafebdb","846c5bff-d99a-46e1-812f-45f68ca48f0b","Fairview Family Resource Center","Family Services of the Piedmont","C0022;  M0046","2","1","1","M0046","401 Taylor Avenue","High Point","27261.0"
"cd31eca3-5759-4ef7-9193-970423915fa1","1d4ffa00-5285-4f2b-b63f-751b853d0f5b","Food Finder High Point","Greater High Point Food Alliance","M0053;  C0067","2","1","1","M0053","815 Phillips Avenue","High Point","27262.0"
"ce180e56-e0ec-4d26-9083-5a069b998309","3a73342f-8f0a-48b1-8a4c-ad50f02e5b64","Guilford Community Care Network (GCCN)","Guilford Community Care Network","M0177","1","1","0","M0177","612 Pasteur Dr","Greensboro","27406.0"
"cee2dffc-b211-42b2-8abc-05d9d69ce1eb","ab909de8-7cb1-42b4-9ba4-f01545319bcc","Healthy Start Triad Baby Love Plus","Piedmont Health Services and Sickle Cell Agency","C0037;  M0095","2","1","1","M0095","1102 E. Market St.","Greensboro","27401.0"
"cee2dffc-b211-42b2-8abc-05d9d69ce1eb","60b42620-9b5d-4f4e-a05c-883c902841a7","Healthy Start Triad Baby Love Plus","Piedmont Health Services and Sickle Cell Agency","C0038","1","0","1","NA","NA","NA","NA"
"d00a0faa-a5e5-4426-97cf-45b3f4ce57e0","a5146bf0-d9ca-4393-bbbb-d6e9e4b565dc","Food Pantry","Macedonia Family Resource Center","C0070;  M0082","2","1","1","M0082","401 Lake Avenue","High Point","27260.0"
"d2f8c6ab-5cf4-47fe-927f-28f88528417d","675932f4-5aae-47e6-bf0b-c9a2811dab04","Financial Assistance","Helping Hands Ministry","M0145","1","1","0","M0145","NA","NA","NA"
"d2f8c6ab-5cf4-47fe-927f-28f88528417d","7398b374-685c-453c-8a19-f2fc26667df2","Food Pantry","Helping Hands Ministry","M0146","1","1","0","M0146","1301 Alamance Church Road","Greensboro","27406.0"
"d91bbf84-85ee-4b62-bef0-c20fa0a9efb4","ae0abbbc-a00d-4d21-ac6a-73764881e9b8","Cone Health Behavioral Health - Inpatient Services","Cone Health Behavioral Health","M0021;  C0191;  C0192;  M0020","4","2","2","NA","NA","NA","NA"
"d91bbf84-85ee-4b62-bef0-c20fa0a9efb4","0810a63d-86fd-4ed4-958b-7b4d03af88aa","Cone Health Behavioral Health - Partial Hospitalization","Cone Health Behavioral Health","C0195;  M0025","2","1","1","M0025","510 N. Elam Avenue, Suite 301","Greensboro","27403.0"
"d91bbf84-85ee-4b62-bef0-c20fa0a9efb4","f8b66f72-1b24-4caf-acbc-a4d9d9a06af7","Cone Health Behavioral Health - Group Therapy","Cone Health Behavioral Health","M0024;  C0194","2","1","1","M0024","510 N. Elam Avenue, Suite 301","Greensboro","27403.0"
"d91bbf84-85ee-4b62-bef0-c20fa0a9efb4","8e4beaa3-600e-495c-9ad8-b8ed408753b7","Cone Health Behavioral Health - Adolescent Intensive Outpatient Program","Cone Health Behavioral Health","M0022;  C0196","2","1","1","M0022","510 N. Elam Avenue, Suite 301","Greensboro","27403.0"
"d91bbf84-85ee-4b62-bef0-c20fa0a9efb4","3408d7ec-f56f-48f9-b31e-6a596cd6db25","Cone Health Behavioral Health - Individual Therapy","Cone Health Behavioral Health","M0023","1","1","0","M0023","700 Walter Reed Drive","Greensboro","27403.0"
"d91bbf84-85ee-4b62-bef0-c20fa0a9efb4","176f0d3d-1833-4982-a202-b6b415054112","Cone Health Behavioral Health - Children","Cone Health Behavioral Health","C0197","1","0","1","NA","NA","NA","NA"
"d91bbf84-85ee-4b62-bef0-c20fa0a9efb4","6f9db3b7-05e0-46a4-9132-340ebe3b224f","Cone Health Behavioral Health - Outpatient Services","Cone Health Behavioral Health","C0193","1","0","1","NA","NA","NA","NA"
"dc19554e-ff0f-4a65-871a-d1d1a38dd8b2","e2b7943c-661f-4797-904e-b2201b98c983","NCASC","NC African Services Coalition","M0178","1","1","0","M0178","NA","NA","NA"
"de005f08-7e96-4844-8f04-8ae644f3c5c0","6f46cfe9-2ac0-4340-938f-fa14b805e10f","NA","NC Center for Behavioral Wellness at A&T","M0183","1","1","0","M0183","913 Bluford St","Greensboro","27401.0"
"dfb4400f-7e4c-482b-9a12-f6961f1d23ad","8b8dd609-08f7-4d08-b17b-0a4e7079ca1f","Mustard Seed Community Health","Mustard Seed Community Health","M0160","1","1","0","M0160","238 South English St","Greensboro","27410.0"
"e62a001b-f53d-4f1e-8891-e5a834f7716b","885c578b-ece6-4c69-a04d-0fadcf4a8b7d","Restoration Place Counseling","Restoration Place Counseling","M0099;  C0214","2","1","1","M0099","1301 Carolina Street","Greensboro","27401.0"
"e6e936b9-0bfe-467f-be99-d39eb7d5c6d2","74bb1671-a5d2-4516-84cd-154b8f527432","Behavioral Health Urgent Care/Greensboro Bellemeade Crisis Center","Monarch Counseling","M0088;  C0211","2","1","1","M0088","201 N. Eugene Street","Greensboro","27401.0"
"e6e936b9-0bfe-467f-be99-d39eb7d5c6d2","50d10a4d-d82a-4327-b153-5b4619f6a5d8","Greensboro Bellemeade Center","Monarch Counseling","M0089;  C0212","2","1","1","M0089","201 N. Eugene Street","Greensboro","27401.0"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","19690524-34de-4b77-a965-c730764c2c86","Medicaid Transportation","Department of Social Services","M0034;  C0232","2","1","1","M0034","325 E. Russell Ave","High Point","27282.0"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","b8dd499d-69e5-4507-aa5f-1dc5008b43f9","Food and Nutrition Services (Food Stamps)","Department of Social Services","M0035;  C0065","2","1","1","M0035","325 E. Russell Ave","High Point","27260.0"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","49972630-0669-46b2-ac8c-47a3d1e3d71b","Child Support Services","Department of Social Services","C0013","1","0","1","NA","NA","NA","NA"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","70e60eb0-9bda-4212-928d-8e8206bd65f7","Emergency Assistance - The Salvation Army","Department of Social Services","C0019","1","0","1","NA","NA","NA","NA"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","bcbfb484-9799-4be4-b362-59897c87ef85","Work First Family Assistance","Department of Social Services","C0018","1","0","1","NA","NA","NA","NA"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","bf807f0d-7cbb-472d-beee-f1b7ccd34609","Emergency Assistance -The Salvation Army of High Point & Center of Hope Family Shelter","Department of Social Services","C0020","1","0","1","NA","NA","NA","NA"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","e880b1b8-0747-4615-bc2f-89d897ecf168","Child Support Services","Department of Social Services","C0012","1","0","1","NA","NA","NA","NA"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","cf91e74e-5b11-4584-9726-2361f33dce1d","Child Protective Services","Department of Social Services","C0016;  M0032","2","1","1","M0032","325 E. Russell Avenue","High Point","27260.0"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","89a25aa3-9fe3-4152-a2a9-b94615ef33f9","Emergency Assistance - The Salvation Army","Department of Social Services","C0017;  M0033","2","1","1","M0033","1311 S. Eugene Street
","Greensboro","27405.0"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","4db8ccc7-a003-4bec-9e62-a9006532507e","Work First Family Assistance","Department of Social Services","C0014;  M0037","2","1","1","M0037","1203 Maple Street","Greensboro","27405.0"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","80106073-bfa1-465e-87f3-b70fbf0afc1b","Food and Nutrition Services (Food Stamps)","Department of Social Services","C0066;  M0036","2","1","1","M0036","1203 Maple Street","Greensboro","27405.0"
"e7d8f57d-0fa3-4030-b6e4-859fbef0e569","ef1a5290-3da5-4723-9522-71f899600d86","Child Protective Services","Department of Social Services","M0031;  C0015","2","1","1","M0031","1203 Maple Street","Greensboro","27405.0"
"eb32deb0-2791-4e59-8a27-8c46aacd8a2d","402efc68-dc2f-4054-a011-a0feff882f0a","Low Income Energy Assistance","DHHS","M0149","1","1","0","M0149","1203 Maple Street","Greensboro","27405.0"
"eb32deb0-2791-4e59-8a27-8c46aacd8a2d","3209ca21-cc25-401f-92ce-4c513a110ccb","Child Care Subsidy Program","DHHS","M0152","1","1","0","M0152","1200 Arlington Street","Greensboro","27406.0"
"eb6c76f2-890b-43fa-9ba2-653c27da3271","cbc0d916-bdc1-48d9-8a4d-77aa0139f0ff","Breastfeeding Fundamentals","Cone Health","C0006;  M0019","2","1","1","M0019","1200 N. Elm Street
","Greensboro","27401.0"
"ede4c877-bf55-49d1-90bf-492d19f5f78f","29556e84-48e2-46a1-8b76-cf9da68818c4","Parents as Teachers","Parents as Teachers","C0036;  M0094","2","1","1","M0094","415 N. Edgeworth Street Suite 206","Greensboro","27455.0"
"f1daa81b-2f0d-438c-94f9-514d60cacbf8","390332a2-bace-4ebe-a95d-623801affd21","Boys and Girls Club at Ward Street Club","Boys and Girls Club of Greater High Point","M0006;  C0004","2","1","1","M0006","1619 W Ward Avenue","High Point","27260.0"
"f1daa81b-2f0d-438c-94f9-514d60cacbf8","47f076f7-8e02-401a-88a2-c3698848fc42","Boys and Girls Club at Southside Club","Boys and Girls Club of Greater High Point","C0003;  M0005","2","1","1","M0005","401 Taylor Avenue","High Point","27260.0"
"f1daa81b-2f0d-438c-94f9-514d60cacbf8","47e39f89-48b8-46a0-86e9-8010dc927d8f","Boys and Girls Club at Carson Stout","Boys and Girls Club of Greater High Point","C0002;  M0003","2","1","1","M0003","1900 Fern Avenue","High Point
","27260.0"
"f1daa81b-2f0d-438c-94f9-514d60cacbf8","e2d9a8d4-8a77-4eb7-a696-b720716740bd","Boys and Girls Club at Central Asheboro Club","Boys and Girls Club of Greater High Point","C0001;  M0004","2","1","1","M0004","801 Sunset Avenue","Asheboro","27203.0"
"f1daa81b-2f0d-438c-94f9-514d60cacbf8","4f026bd2-b1b0-4568-a9a2-e8f5272a6d4e","Boys and Girls Club at West End Club","Boys and Girls Club of Greater High Point","C0005;  M0007","2","1","1","M0007","903 English Road","High Point","27262.0"
"f2e10f65-ece8-4008-b90c-7b59f5f40af5","6cf20ca5-665c-46e2-ba42-30183853b94a","Fisher Park Counseling","Fisher Park Counseling","M0164","1","1","0","M0164","208 East Bessemer Ave.","Greensboro","27401.0"
"f3b8a928-fffe-469e-a2ca-fa33c260123b","8235d338-bb36-44d1-9e9e-0b1a6bff4076","Boys and Girls Club at Reynolds Unit","Salvation Army of Greensboro","M0112;  C0041","2","1","1","M0112","1001 Freeman Mill Road","Greensboro","27406.0"
"f3b8a928-fffe-469e-a2ca-fa33c260123b","c36f0947-e3ff-43e1-a658-046483753808","Boys and Girls Club at Hickory Trails","Salvation Army of Greensboro","M0111;  C0044","2","1","1","M0111","4223 Romaine Street","Greensboro","27407.0"
"f3b8a928-fffe-469e-a2ca-fa33c260123b","1aa3e53f-2988-4abc-82d7-15c341b0a5ab","Boys and Girls Club at Teen Center","Salvation Army of Greensboro","C0042;  M0113","2","1","1","M0113","400 W. Whittington Street","Greensboro","27406.0"
"f3b8a928-fffe-469e-a2ca-fa33c260123b","572456f1-0ba8-4d95-a615-4e62aa94a3bc","Boys and Girls Club at Caldcleugh Unit","Salvation Army of Greensboro","C0043;  M0110","2","1","1","M0110","1700 Orchard Street","Greensboro","27406.0"
"f3b8a928-fffe-469e-a2ca-fa33c260123b","d40a64e7-eb87-428d-ba1b-908f8b9003b9","Center of Hope Crisis Assistance","Salvation Army of Greensboro","M0114;  C0171","2","1","1","M0114","1311 S. Eugene Street","Greensboro","27406.0"
"f7b0f9c1-a9ec-483f-97b0-9cca0003812b","ba7d4d44-1340-43f1-99da-e62c67ce7177","FaithAction ID Program","FaithAction International House","C0178;  M0042","2","1","1","M0042","705 N. Greene Street","Greensboro","27401.0"
"f7b0f9c1-a9ec-483f-97b0-9cca0003812b","3e164b84-cc38-41b0-8c3e-59d47441bed3","Immigrant Assistance Center","FaithAction International House","C0179;  M0043","2","1","1","M0043","705 N. Greene Street","Greensboro","27401.0"
